GEO_ID,NAME,S1901_C01_001E,S1901_C01_001M,S1901_C01_002E,S1901_C01_002M,S1901_C01_003E,S1901_C01_003M,S1901_C01_004E,S1901_C01_004M,S1901_C01_005E,S1901_C01_005M,S1901_C01_006E,S1901_C01_006M,S1901_C01_007E,S1901_C01_007M,S1901_C01_008E,S1901_C01_008M,S1901_C01_009E,S1901_C01_009M,S1901_C01_010E,S1901_C01_010M,S1901_C01_011E,S1901_C01_011M,S1901_C01_012E,S1901_C01_012M,S1901_C01_013E,S1901_C01_013M,S1901_C01_014E,S1901_C01_014M,S1901_C01_015E,S1901_C01_015M,S1901_C01_016E,S1901_C01_016M,S1901_C02_001E,S1901_C02_001M,S1901_C02_002E,S1901_C02_002M,S1901_C02_003E,S1901_C02_003M,S1901_C02_004E,S1901_C02_004M,S1901_C02_005E,S1901_C02_005M,S1901_C02_006E,S1901_C02_006M,S1901_C02_007E,S1901_C02_007M,S1901_C02_008E,S1901_C02_008M,S1901_C02_009E,S1901_C02_009M,S1901_C02_010E,S1901_C02_010M,S1901_C02_011E,S1901_C02_011M,S1901_C02_012E,S1901_C02_012M,S1901_C02_013E,S1901_C02_013M,S1901_C02_014E,S1901_C02_014M,S1901_C02_015E,S1901_C02_015M,S1901_C02_016E,S1901_C02_016M,S1901_C03_001E,S1901_C03_001M,S1901_C03_002E,S1901_C03_002M,S1901_C03_003E,S1901_C03_003M,S1901_C03_004E,S1901_C03_004M,S1901_C03_005E,S1901_C03_005M,S1901_C03_006E,S1901_C03_006M,S1901_C03_007E,S1901_C03_007M,S1901_C03_008E,S1901_C03_008M,S1901_C03_009E,S1901_C03_009M,S1901_C03_010E,S1901_C03_010M,S1901_C03_011E,S1901_C03_011M,S1901_C03_012E,S1901_C03_012M,S1901_C03_013E,S1901_C03_013M,S1901_C03_014E,S1901_C03_014M,S1901_C03_015E,S1901_C03_015M,S1901_C03_016E,S1901_C03_016M,S1901_C04_001E,S1901_C04_001M,S1901_C04_002E,S1901_C04_002M,S1901_C04_003E,S1901_C04_003M,S1901_C04_004E,S1901_C04_004M,S1901_C04_005E,S1901_C04_005M,S1901_C04_006E,S1901_C04_006M,S1901_C04_007E,S1901_C04_007M,S1901_C04_008E,S1901_C04_008M,S1901_C04_009E,S1901_C04_009M,S1901_C04_010E,S1901_C04_010M,S1901_C04_011E,S1901_C04_011M,S1901_C04_012E,S1901_C04_012M,S1901_C04_013E,S1901_C04_013M,S1901_C04_014E,S1901_C04_014M,S1901_C04_015E,S1901_C04_015M,S1901_C04_016E,S1901_C04_016M
860Z200US90703,ZCTA5 90703,15850,466,2.5,0.9,1.4,0.6,3.2,1,4.5,1.2,5.5,1.2,9.3,1.4,12.3,1.7,21.5,2.5,16.2,2.2,23.5,2.4,124240,4477,154942,10183,35.4,(X),(X),(X),(X),(X),13345,310,1.6,0.7,1.2,0.6,2.6,1,4.1,1.3,4.5,1.2,9.3,1.7,12.3,1.8,22,2.4,17.6,2.3,24.9,2.1,129275,7509,162194,10930,(X),(X),36.7,(X),(X),(X),10308,465,0.7,0.4,0.5,0.4,1.7,0.7,3.6,1.7,3.9,1.3,8.4,1.7,12.5,2.1,21.4,2.7,18.2,2.5,29.1,2.5,142078,8671,N,N,(X),(X),(X),(X),(X),(X),2505,399,9,4.1,2.6,1.7,6.7,3.2,7,4,11.6,4.1,12.5,4.2,11.3,4.2,18.8,6.6,11.3,6.6,9.3,7.8,76321,17436,103281,28371,(X),(X),(X),(X),25,(X)
860Z200US90704,ZCTA5 90704,1397,197,3.6,4,0,2.8,5.9,5.3,5.6,5.4,8.9,6.5,15.7,10.2,21.5,7.3,25.1,13,6.7,6,6.9,6.2,89107,15421,111184,22938,58.2,(X),(X),(X),(X),(X),1027,114,2.3,3.5,0,3.8,8,6.9,2.5,4.3,3.7,4.7,12.3,8.9,24.1,7.8,29.8,14.1,9.2,7.9,8.1,8.1,98862,12739,113028,20987,(X),(X),62.5,(X),(X),(X),682,147,3.5,5.4,0,5.7,8.2,7.8,3.8,6.4,0,5.7,3.8,6.5,14.1,12.3,44.9,19.6,9.5,10.3,12.2,12.1,127764,27593,N,N,(X),(X),(X),(X),(X),(X),370,213,7,12.1,0,10.2,0,10.2,14.1,15.2,26.8,21.6,31.4,27.4,14.3,16.3,6.5,11,0,10.2,0,10.2,60741,40803,56138,11755,(X),(X),(X),(X),46.2,(X)
860Z200US90706,ZCTA5 90706,24065,559,4.6,1.1,3.7,0.9,7.5,1.4,6.8,1.3,11.1,1.4,16,1.7,15.7,2,18.7,2.1,9.1,1.5,6.8,1.1,75379,3471,90321,3155,43.8,(X),(X),(X),(X),(X),17684,448,2.7,1,2.5,0.9,6.2,1.6,6,1.3,11.5,1.9,16.5,2.1,15.6,2.1,21.8,2.3,9.5,1.7,7.8,1.2,80445,4750,95559,3360,(X),(X),45.1,(X),(X),(X),10795,526,1.8,0.8,1.4,0.8,5.8,2.3,4.8,1.5,10,1.9,13.1,2.2,15.3,2.6,23.2,3,13.6,2.4,11,1.9,96770,5055,109461,4726,(X),(X),(X),(X),(X),(X),6381,557,11.3,3.7,7.7,2.1,12.9,3.3,10.2,2.8,11.6,2.7,17.1,3.8,13.6,4.5,9.6,2.6,4,2.1,1.9,1,44837,6136,62917,8286,(X),(X),(X),(X),38.8,(X)
860Z200US90710,ZCTA5 90710,9276,475,3.5,1.3,4.1,1.4,6.4,2.1,7.3,2.3,11.8,2.5,16.8,2.5,11.4,2.5,20,2.7,7.7,1.7,11,1.7,75114,5777,104402,8807,45.3,(X),(X),(X),(X),(X),6697,462,2.2,1.2,2.2,1.3,4.5,1.4,8.4,3.3,10.2,2.8,16.3,3.1,12.7,3.1,23.1,3.4,8.9,2.3,11.5,2.3,84591,6985,112538,11165,(X),(X),49.9,(X),(X),(X),4465,416,0.9,0.7,1.9,1.5,3.1,1.5,6.3,3.7,8,2.6,16.6,4.5,12.1,2.9,24.9,3.9,11,3,15.1,3.2,101938,10702,N,N,(X),(X),(X),(X),(X),(X),2579,333,8.3,3.8,9.9,3.6,13.2,6.3,7.7,2.9,13.6,4.7,15.7,4.1,7.6,2.8,11.1,4.3,4.3,2.4,8.6,4.5,44923,10186,76401,13350,(X),(X),(X),(X),32.2,(X)
860Z200US90712,ZCTA5 90712,10193,399,1.7,0.6,1.5,0.6,3.5,1,3.9,1.3,5.8,1.7,7.8,1.9,16.1,3,25.7,3.5,16.1,3.4,17.9,2.4,119143,8337,137841,6251,40.2,(X),(X),(X),(X),(X),7808,404,1.5,0.8,0.4,0.3,2.3,1.2,1.6,0.7,4,1.5,7.2,2.2,17.2,3.1,25.2,3.8,19,3.9,21.5,3.1,129466,9228,150254,7644,(X),(X),38.7,(X),(X),(X),6078,442,1,0.6,0.4,0.4,1.6,0.9,1.4,0.7,2.6,1.5,6.2,2.3,13.9,2.9,27.3,4.7,20.9,4.6,24.7,3.7,141593,8834,N,N,(X),(X),(X),(X),(X),(X),2385,327,4.5,2.3,5.2,2.6,7.4,3,11.4,5.6,12.5,5.6,10.2,3.7,16.8,7,22.2,7.4,5.8,3,4.1,1.9,72404,25703,88308,12782,(X),(X),(X),(X),43.8,(X)
860Z200US90713,ZCTA5 90713,9343,375,3.6,1.2,1.1,0.8,3.9,1.8,3,1.1,5.1,1.5,10.9,2.4,10.2,2,21.6,3.2,18.6,3.1,21.9,2.8,123809,6199,141255,6739,35.5,(X),(X),(X),(X),(X),7541,359,1.2,0.9,0.9,0.8,2.1,1.2,1.8,1,4.5,1.7,10.6,2.6,11.7,2.5,23,3.2,20.7,3.2,23.5,3,132450,8729,151215,6757,(X),(X),36.6,(X),(X),(X),5774,353,0.4,0.4,1.2,1.1,0.6,0.5,1.1,0.7,4.5,1.9,7.6,2,8.7,2.1,22,3.2,24.9,3.7,29.1,3.9,157734,5754,N,N,(X),(X),(X),(X),(X),(X),1802,247,14.7,5.4,1.9,2.4,11.7,7.5,8.1,3.5,6.4,2.6,13.9,5.1,11.4,5.1,18.1,6.5,8.3,3.3,5.5,2.7,59789,16389,77719,10452,(X),(X),(X),(X),28,(X)
860Z200US90715,ZCTA5 90715,6515,334,2.6,1.4,3.2,1.9,3.1,1.5,6.2,2.6,8.2,2.6,16.6,2.9,14.4,3.1,25.3,3.6,9.3,2.1,11,3.2,89113,10716,104474,6644,40.6,(X),(X),(X),(X),(X),5033,317,2.4,1.9,1.4,0.9,2.9,1.6,4,1.9,9.1,3.1,16.8,3.4,16.5,3.6,25.3,4.4,8.8,2.1,12.7,4,95332,12480,109901,8567,(X),(X),39.6,(X),(X),(X),3016,234,1,0.8,0.5,0.6,2.1,1.6,4.3,2.7,7.1,3.9,12.9,3.4,18.9,5.1,23.6,5.6,12.2,3.1,17.5,5.2,106979,22531,N,N,(X),(X),(X),(X),(X),(X),1482,268,5.2,3.5,10.7,7.3,4.3,3.5,14.5,10,5.1,3.2,18.8,6.6,11.2,5.8,20.6,6.3,5.5,3.6,4.1,3.3,59432,8669,72801,10259,(X),(X),(X),(X),37.5,(X)
860Z200US90716,ZCTA5 90716,3631,214,3.8,2.5,3.8,2.2,8.8,2.9,10,4,9.6,3.5,16.5,3.8,10.1,3.6,23.3,4.6,12,3.9,2.1,1.4,73784,6339,85459,7040,37.8,(X),(X),(X),(X),(X),3004,188,2.3,2.5,3.2,2.6,7.6,2.8,9.3,3.8,10.2,4.1,17.8,4.4,13.2,5.1,21.1,5,12.7,4.3,2.4,1.5,74831,10156,87452,6699,(X),(X),39.8,(X),(X),(X),1856,205,2.1,2.6,1.1,1.8,5.5,2.6,7.5,5,9.7,4.9,18.8,6.2,14.3,8,22.4,6.5,14.7,6.1,3.9,2.4,85523,10508,N,N,(X),(X),(X),(X),(X),(X),627,149,10.8,7.8,6.4,5.2,19.1,11.4,13.2,8.7,8.3,5.4,16.1,8.2,14.4,9,11.6,7,0,6.2,0,6.2,35329,16863,49656,9269,(X),(X),(X),(X),27.9,(X)
860Z200US90717,ZCTA5 90717,8327,361,5.1,2.7,3.3,1.6,6.6,2.2,8.7,3.1,6.8,2.5,13.1,3.1,12,2.4,15.7,3,12.6,2.7,16.2,3.1,88111,8402,118792,10870,41.8,(X),(X),(X),(X),(X),5435,267,1.2,1,1.7,1.3,4.6,2.3,7.2,3.7,5.2,3.1,13.4,3.3,11.8,3.6,18.9,4.7,15.6,4,20.6,4.2,116030,7753,135860,10040,(X),(X),46.3,(X),(X),(X),3885,355,1,1.3,1.5,1.5,3.8,2.5,2.9,1.6,2.6,1.6,11.3,4,12.7,3.9,19.8,5.7,20.6,5.4,23.9,4.7,134005,9813,N,N,(X),(X),(X),(X),(X),(X),2892,428,12.4,7.3,6.4,4,10.5,4.3,11.7,4.5,9.9,4.7,14.1,5.6,14.1,3.6,10.1,4.8,5.4,3.2,5.2,2.6,47500,14569,80152,21168,(X),(X),(X),(X),32.3,(X)
860Z200US90720,ZCTA5 90720,8208,351,3.2,1.2,1.5,0.7,2.6,1.2,3.8,1.2,8.7,2.8,9.4,2,9.2,2,15.9,3,13.1,2.3,32.7,3.7,131660,13544,188202,16330,35.8,(X),(X),(X),(X),(X),6302,341,3,1.4,1,0.8,1.9,1.1,2.1,1,7.1,3.3,8,1.8,6.9,1.7,15.7,3.5,14.9,2.6,39.4,4.5,164342,10835,215670,20878,(X),(X),35.8,(X),(X),(X),4817,381,0.8,0.6,1,0.9,1.2,1,0.5,0.5,5,3.2,6.8,2.1,6.7,2.1,13.2,3.1,16.4,3.3,48.3,5.3,194097,23701,N,N,(X),(X),(X),(X),(X),(X),1906,297,6,3.4,3.7,2.3,6.2,4,11.6,4.1,14.4,5.2,12.5,5.6,15.5,5.6,17.2,5.2,5,3,7.9,3.4,69664,11165,84637,10059,(X),(X),(X),(X),32.8,(X)
860Z200US90723,ZCTA5 90723,14378,372,3.5,1,4,1.2,6.1,1.4,6.4,1.3,14.8,2.9,21.2,2.5,16,2,18.4,2.5,6.5,1.5,3.2,1.3,67130,4768,82828,8683,43.8,(X),(X),(X),(X),(X),11723,332,3.2,1,2,0.9,5.6,1.4,7,1.7,16.1,3.1,20.2,2.4,16.7,2.2,19.3,2.9,6.8,1.6,3.2,1.4,70167,3763,86399,10564,(X),(X),45.4,(X),(X),(X),6647,455,1.9,1.1,0.9,0.8,3.1,1.3,4.3,1.9,14.9,3.8,21,3.5,18.4,3.5,22.5,4,10.5,2.7,2.5,1.3,78907,7167,88844,4567,(X),(X),(X),(X),(X),(X),2655,350,10.5,4,12.6,4.7,10.2,4.6,7.6,3.3,10,3.2,24.4,5.9,10.9,3.7,12,4.3,1.7,1.7,0,1.5,48469,8540,51712,5254,(X),(X),(X),(X),32.7,(X)
860Z200US90731,ZCTA5 90731,23249,802,6.6,1.3,4.2,0.8,8.3,1.9,6.7,1,10.4,1.4,17.8,1.7,10.7,1.6,16,2,8.6,1.5,10.7,1.7,69019,4094,96211,5166,40.5,(X),(X),(X),(X),(X),14649,737,4.4,1.3,2.3,0.9,6.3,1.8,6.1,1.3,9.6,1.9,18.3,2.2,11.5,1.9,17.3,2.6,10.8,2.1,13.3,2.1,83293,7505,107662,5289,(X),(X),44.9,(X),(X),(X),9006,662,2.1,1,0.8,0.7,4.1,1.6,4.4,1.2,7.3,2.5,18.9,3.1,11.3,2.7,19.5,3.1,13.4,2.7,18.3,2.9,101020,4586,128611,7160,(X),(X),(X),(X),(X),(X),8600,740,11.8,3.1,8,1.8,12.5,4.2,8.1,2.3,11.3,2.3,16.4,2.9,10.2,2.4,12,2.9,4.4,1.6,5.3,2.2,47401,5310,71585,8489,(X),(X),(X),(X),31.8,(X)
860Z200US90732,ZCTA5 90732,8743,472,4.6,1.8,3.6,2.4,3.8,1.4,4.4,1.8,6.9,1.5,9.4,2.7,10.3,2.2,18.9,3,11.1,2.1,26.9,3.4,115120,9442,145629,9634,38.5,(X),(X),(X),(X),(X),5816,445,3.2,1.9,0.7,0.6,1.4,1.3,2.7,1.6,5.5,2.1,9.2,3.3,11.3,3,21.6,3.9,11.1,2.7,33.3,4.8,138058,9737,165829,11374,(X),(X),40.5,(X),(X),(X),4481,460,1.2,1.2,0.6,0.7,0.6,0.6,1.8,1.8,4.3,2,9.7,4,10.2,3.1,19.7,3.9,13.1,3.4,38.9,6,157581,17502,N,N,(X),(X),(X),(X),(X),(X),2927,380,9.7,4.5,8.6,6.6,9.7,4,5.6,2.7,11.2,3.7,8.3,3.2,10.6,3.7,13.2,4.2,9.4,3.3,13.6,4,63897,18413,102142,15645,(X),(X),(X),(X),34.6,(X)
860Z200US90740,ZCTA5 90740,13011,486,3.1,0.9,2.8,1,8.1,1.8,10.3,2.5,12.3,2.2,13.3,2.1,8,1.8,13.2,1.9,9.7,1.8,19.1,2.3,75007,5949,123158,7346,36.2,(X),(X),(X),(X),(X),5964,280,1.1,1,2.7,1.3,2.2,1.1,4.1,1.9,6.3,1.8,14.3,3.2,7.5,2.4,13.8,2.5,15.6,3.7,32.4,3.5,140000,20325,176703,12499,(X),(X),35.4,(X),(X),(X),4993,324,0.6,0.7,2.6,1.3,1.8,1.2,3.9,2.2,6,2,12.2,2.6,7.4,2.5,15.7,2.9,14.7,3.3,35.2,4,147292,12276,N,N,(X),(X),(X),(X),(X),(X),7047,566,4.9,1.4,2.9,1.2,13,3.2,15.6,4.2,17.4,3.6,12.5,2.7,8.7,2.5,12.6,3,4.6,1.4,7.7,2.5,47394,3359,77469,8549,(X),(X),(X),(X),36.8,(X)
860Z200US90742,ZCTA5 90742,308,81,0,12.2,0,12.2,1.9,3.3,3.6,5.2,0,12.2,23.7,15,10.7,8.6,29.5,18.7,11,9.5,19.5,10.4,112600,13828,162089,53129,45.8,(X),(X),(X),(X),(X),108,58,0,30,0,30,0,30,0,30,0,30,25,20.5,0,30,15.7,21.2,31.5,20.1,27.8,20.8,159000,43374,224152,123173,(X),(X),46.3,(X),(X),(X),81,47,0,36.4,0,36.4,0,36.4,0,36.4,0,36.4,11.1,18.1,0,36.4,21,28.3,30.9,27.2,37,26.4,180481,56789,N,N,(X),(X),(X),(X),(X),(X),200,81,0,18,0,18,3,5.3,5.5,8.1,0,18,23,17.4,16.5,13.8,37,24.3,0,18,15,12.5,106000,33922,128576,33740,(X),(X),(X),(X),45.5,(X)
860Z200US90743,ZCTA5 90743,188,75,5.9,9.2,0,19,6.9,10.4,3.2,6.8,0,19,17,10.8,2.1,2.8,3.2,6,36.2,20.1,25.5,20,162391,52171,135318,32488,34,(X),(X),(X),(X),(X),118,52,0,28.1,0,28.1,0,28.1,0,28.1,0,28.1,27.1,17.6,3.4,4.6,5.1,9.3,23.7,19.2,40.7,26.5,179091,51390,155808,28946,(X),(X),44.9,(X),(X),(X),107,51,0,30.2,0,30.2,0,30.2,0,30.2,0,30.2,29.9,20.2,0,30.2,5.6,10.3,19.6,18.7,44.9,27.7,178750,73852,N,N,(X),(X),(X),(X),(X),(X),70,52,15.7,24.5,0,39.3,18.6,27.7,8.6,18,0,39.3,0,39.3,0,39.3,0,39.3,57.1,37,0,39.3,-,**,100774,55125,(X),(X),(X),(X),15.7,(X)
860Z200US90744,ZCTA5 90744,14949,440,5.6,1.2,4.4,1.2,10.3,2.1,9.9,1.9,13.6,1.8,15.7,2.1,12.6,2,16.1,2,6.6,1.3,5.2,1.2,58869,3395,79140,4479,49.9,(X),(X),(X),(X),(X),11646,494,5.2,1.3,2.2,0.8,8.3,2,9.6,2.2,14.1,1.9,16.3,2.4,13.5,2.3,17.7,2.5,7.7,1.5,5.4,1.2,66054,4929,83610,4763,(X),(X),50.7,(X),(X),(X),7257,497,1.1,0.9,1.4,1,8.2,3,7.4,2.2,14.1,2.6,14.4,2.9,14.1,2.8,23.2,3.8,9.3,2.1,6.8,1.7,81025,5268,N,N,(X),(X),(X),(X),(X),(X),3303,315,13.9,3.9,14,4.6,15.1,4.3,12.6,4.3,12.2,4,16.6,3.9,7.4,2.6,5.5,2.7,1,0.8,1.7,1.4,30012,3426,46548,6502,(X),(X),(X),(X),40.1,(X)
860Z200US90745,ZCTA5 90745,15441,488,3,1.1,2.7,1,5.3,1.2,4.9,1.2,6.5,1.4,12.4,1.9,12.9,2,24.3,3.1,12.4,1.6,15.7,2.4,103471,4874,125817,7092,46,(X),(X),(X),(X),(X),12673,407,0.7,0.5,1.7,0.8,4.4,1.3,3.5,1.2,6.5,1.6,13.6,2.3,13.9,2.3,25.4,3.4,13.4,2,16.8,2.8,109021,4786,132953,7640,(X),(X),49.2,(X),(X),(X),8955,499,0.4,0.4,0.8,0.7,3.2,1.3,3.6,1.4,4.3,1.4,12,2.3,12.9,2.6,27,4,15.1,2.4,20.7,3.9,121581,9358,N,N,(X),(X),(X),(X),(X),(X),2768,350,13.2,5.2,9.1,5.3,10.7,3.8,10.8,5.3,9.8,4.7,11.8,4.1,12.9,5.4,13.7,5.1,3.5,2.2,4.4,2.4,44087,10163,69334,11248,(X),(X),(X),(X),27.5,(X)
860Z200US90746,ZCTA5 90746,8441,571,4.6,1.8,3,1.5,3.1,1.3,4.4,1.8,5.3,1.9,14.9,3.1,11.8,3.2,20.1,4.3,14.1,3.4,18.8,3.7,109596,11434,125984,8326,45.6,(X),(X),(X),(X),(X),6733,527,3.4,1.8,1.5,1.6,1.5,1,3.3,1.7,6.3,2.2,15.1,3.5,11.5,3.8,22.2,5,15.2,4,20,4.4,117963,7468,131745,9720,(X),(X),47.4,(X),(X),(X),3839,449,2.5,2.4,0.3,0.4,0.3,0.6,2.3,1.8,5.1,2.6,11.4,4.2,9.7,3.7,23.6,5.9,18.7,5.5,26,6,140094,11580,N,N,(X),(X),(X),(X),(X),(X),1708,256,9.6,5.2,9.1,4,9.8,4.9,8.6,5.6,5.7,2.8,19.1,6.9,10.3,5,12.7,6.9,4.7,4.2,10.4,7.6,61719,11163,84786,23247,(X),(X),(X),(X),34.1,(X)
860Z200US90747,ZCTA5 90747,0,13,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),0,13,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),-,(X),(X),(X),0,13,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),(X),(X),(X),(X),0,13,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,(X)
860Z200US90755,ZCTA5 90755,4604,507,2.9,2,1.8,1.1,7.8,3.3,3.4,2.3,5.9,2.5,12.9,4.2,17.2,4.6,18.5,4.2,13.4,3.4,16.1,4.3,96521,12985,117284,9826,44.2,(X),(X),(X),(X),(X),2608,219,1.6,1.2,2,1.8,5.7,3.9,4.6,3.7,4.1,3.6,10.4,4.3,19.7,7.2,15.5,5.3,14.1,4.7,22.4,6,107045,22493,130296,12939,(X),(X),50,(X),(X),(X),1741,205,1.2,1.1,3,2.7,3,3.1,2,3.1,1.7,1.8,8.5,5.1,19.7,11,18,7,12.9,5.5,29.9,9.1,126103,24801,N,N,(X),(X),(X),(X),(X),(X),1996,448,4.6,4.3,1.5,1.8,10.6,5.7,4.1,4.2,8.8,5.1,16.3,7.7,13.9,6.4,22.3,6.8,10.6,5,7.3,5.3,80357,16327,95630,13495,(X),(X),(X),(X),34.4,(X)
860Z200US90802,ZCTA5 90802,21734,860,6.8,1.8,4.2,1.2,6.8,1.3,7.4,1.6,11.3,1.9,16,2.3,14.8,2.2,15.8,2.2,9.3,1.8,7.5,1.8,69613,5282,90525,5239,36.5,(X),(X),(X),(X),(X),6553,609,5.1,2.1,1.3,1.4,5.1,2.2,11.4,3.8,9.1,2.9,16.6,3.3,16.4,4.3,12.7,3.1,9.8,3.9,12.4,3.5,80755,15675,104427,10453,(X),(X),37.1,(X),(X),(X),3795,474,1,1,1.8,2.4,4.4,2.6,6.3,3.6,6.5,3.1,13.8,3.9,18.2,5.2,16.8,4.7,11.5,5.1,19.7,5.8,98964,6905,N,N,(X),(X),(X),(X),(X),(X),15181,876,8.3,2.3,5.5,1.6,7.5,1.7,6.5,2,11.8,2.2,15.9,2.7,13.8,2.5,16.5,2.5,8.7,1.9,5.4,1.8,64635,5010,82805,5082,(X),(X),(X),(X),35.1,(X)
860Z200US90803,ZCTA5 90803,17082,776,3.8,1.6,2.1,0.8,3.3,1.5,4.2,1.2,6.2,1.5,11.6,2,13.7,2.3,24.8,3.6,10.7,2.1,19.6,2.1,107889,6156,141826,7112,34.3,(X),(X),(X),(X),(X),7281,585,0.5,0.4,1,0.6,1.2,0.9,2.8,1.5,4.3,1.5,7.9,2.5,12.3,3,22.7,4.5,15.1,3.9,32.2,3.8,141864,9477,190487,11357,(X),(X),35.3,(X),(X),(X),5629,474,0.2,0.3,0.6,0.5,1.2,1.1,2.9,1.9,2.9,1.3,6.7,2.6,11.6,3.2,20.7,4.9,17.2,4.6,36,4.6,159476,11208,N,N,(X),(X),(X),(X),(X),(X),9801,683,6.2,2.8,2.9,1.3,4.9,2.6,5.4,1.8,8,2.4,14.4,3,14.6,3.3,26.4,5.2,7.5,2.1,9.5,2.5,90179,9671,102817,7815,(X),(X),(X),(X),33.4,(X)
860Z200US90804,ZCTA5 90804,14967,594,5.9,1.7,5.1,1.7,6.7,1.4,9.8,2,10.2,1.9,19,2.6,13.7,2.3,17.5,2.4,6.9,1.5,5.2,1.5,64160,3271,80314,3932,35.7,(X),(X),(X),(X),(X),8075,588,5.5,2.6,3.6,2.3,5.9,2.1,11.3,3.2,10.7,3,22.4,4,11.7,2.7,16,3.6,7.2,1.9,5.7,2,61629,3777,80692,5437,(X),(X),36.6,(X),(X),(X),4516,391,5,4.1,2,1.7,4.7,2.2,4.8,2,9.2,3.1,20.8,4.7,15,4.2,18.8,4.7,10.9,3.1,8.9,3.2,80556,8965,N,N,(X),(X),(X),(X),(X),(X),6892,540,7,2.2,7.5,2.9,8.1,2.3,9.3,2.6,9.5,2.8,17.9,3.6,12.8,2.9,17.6,3.8,6.7,2.6,3.4,1.9,62690,7260,74391,5892,(X),(X),(X),(X),32.1,(X)
860Z200US90805,ZCTA5 90805,28163,677,5.8,1.1,4.5,0.8,6.4,1.1,9.1,1.3,13.3,1.4,16.4,1.6,15,1.5,17.2,1.5,7.2,1.2,5.3,1.3,64848,4359,81030,2813,41.4,(X),(X),(X),(X),(X),20571,648,6,1.3,1.6,0.8,6,1.2,9.7,1.6,12.3,1.8,17.9,2.1,15.8,1.8,18.5,2.2,7.7,1.3,4.5,1.1,70350,2825,82899,2784,(X),(X),41.9,(X),(X),(X),11360,673,2.2,1.1,0.9,0.4,4.9,1.6,6.8,1.9,10.9,2,16.5,2.7,16.1,2.2,24.7,2.9,11,2.1,5.9,1.6,85902,6175,N,N,(X),(X),(X),(X),(X),(X),7592,594,9.1,2.9,11,2.9,9.3,2.6,9.2,2.2,16.2,3.7,15.3,3.4,12.5,2.8,8,2.4,3.8,1.5,5.6,3.5,44462,4408,64638,8486,(X),(X),(X),(X),34.9,(X)
860Z200US90806,ZCTA5 90806,12541,525,4.8,1.3,3.9,1.2,7.5,1.7,9.2,1.7,13.1,2.7,16,2.4,11.3,2.3,19.2,2.8,8.1,2.1,7,2,67632,5482,94578,12256,43.9,(X),(X),(X),(X),(X),8856,586,4.1,1.8,2.7,1.3,6.9,2.1,8.7,2,12.4,3.2,18.3,3.1,10.1,2.8,20.2,3.4,8,2,8.6,2.8,70179,5468,103560,17133,(X),(X),46.9,(X),(X),(X),4755,530,1,0.9,0.3,0.5,3.4,1.6,4.9,2.1,8.7,3,20,4.3,10.6,3.1,27,5.9,12.5,3.3,11.5,4.3,100836,8658,N,N,(X),(X),(X),(X),(X),(X),3685,375,9,2.6,7.4,3.1,11.4,3.5,10,3.8,16.1,5.6,13.9,4.6,10.6,3.7,14.4,3.7,5.2,2.6,1.9,1.3,44545,7344,61514,5853,(X),(X),(X),(X),35.2,(X)
860Z200US90807,ZCTA5 90807,12771,575,5,1.6,2.8,1.9,3.8,1.6,5.8,1.6,8.5,2,15.2,2.8,12.9,3,15.7,2.4,12.3,2.1,18.1,2.8,89319,8497,122666,7349,34,(X),(X),(X),(X),(X),7683,574,1.5,1,0.8,0.9,2.6,1.4,4,1.4,7,2.6,12.6,3.2,11.2,2.6,17.9,3.2,15.5,2.7,26.9,4.3,125885,10193,153941,10106,(X),(X),36.5,(X),(X),(X),5563,558,1,1,1.1,1.2,1.8,1.3,3.4,1.7,4.2,2.7,9,3.1,10.5,3.1,18.5,3.6,16.5,4.3,34,5.5,151382,11968,N,N,(X),(X),(X),(X),(X),(X),5088,581,10.5,4,5.8,4.2,6.8,3.5,9.2,3.5,11.9,3.6,18.3,3.9,14.4,5.7,12.3,3.6,7.5,3.1,3.4,1.5,56816,7158,70940,7096,(X),(X),(X),(X),29.6,(X)
860Z200US90808,ZCTA5 90808,14198,535,3.3,1.2,1.1,0.7,2.3,0.9,3.3,1,4.5,1.5,11.5,1.9,8.9,1.3,22.4,2.4,15.5,2.2,27.1,2.3,131535,7356,152511,4856,35.9,(X),(X),(X),(X),(X),10593,501,1.7,0.8,0.4,0.4,1.3,0.7,2.4,1.1,3,1.8,8,1.6,9.1,1.7,24.3,3.1,18.8,2.8,31,3,149398,6783,168713,6651,(X),(X),36.1,(X),(X),(X),8345,475,0.8,0.7,0.2,0.4,1.3,0.7,1.2,0.7,2.5,1.9,5.4,1.3,8,1.7,25.2,3.4,21.3,3.2,34.1,3.4,160407,8204,N,N,(X),(X),(X),(X),(X),(X),3605,392,8.2,3.7,3.5,2.6,5.4,2.8,6.3,2.7,9,2.7,22.4,5.8,11.9,4.1,18.4,5,4.2,2.1,10.8,3.7,69409,7493,94999,10244,(X),(X),(X),(X),33.9,(X)
