census_tract,num_bll_indicator,perc_bll_indicator,num_bll,tract_name,imprisonment_rt,total_pop_2020,male_population,median_age,white,black,native_am,asian,pac_islander,other_race,age_0_to_14,age_15_to_29,age_30_to_44,age_45_to_64,perc_male,med_income,POC_other,race_categorical
06047000904,14,6.334841628959276,221,"Merced County, Census Tract 9.04",383,4945,2483,32.3,35.2,2.5,1.6,20.3,0,21.5,24.1,23,19.6,23.299999999999997,50.2123356926188,92853,25.6,above_median_poc_other
06081602400,4,2.684563758389262,149,"San Mateo County, Census Tract 6024",43,6924,3279,45.6,36,1.5,0.9,33.9,1.6,11.5,14.1,15.4,19.8,26.900000000000002,47.357019064124785,109007,13.9,below_median_poc_other
06037139302,4,2.3391812865497075,171,"Los Angeles County, Census Tract 1393.02",337,4734,2296,37,47.9,8.4,1,9.1,0.1,19.7,13.7,22.6,26.299999999999997,24,48.500211237853826,53561,29.1,above_median_poc_other
06037131900,2,0.91324200913242,219,"Los Angeles County, Census Tract 1319",386,4382,2148,40.6,41.2,2.8,1,11.5,0,27.8,15.200000000000001,19,22.3,29.200000000000003,49.018712916476495,108424,31.6,above_median_poc_other
06073004102,3,3.3707865168539324,89,"San Diego County, Census Tract 41.02",315,1899,961,33.8,34.8,5.6,2.4,4.3,0.1,34.5,14,25.7,30.9,23.1,50.60558188520273,64712,42.5,above_median_poc_other
06087110505,14,4.154302670623145,337,"Santa Cruz County, Census Tract 1105.05",326,4580,2290,32.6,21,0.3,2.8,1.5,0.1,52.4,22.7,23.2,21.5,19.1,50,50110,55.5,above_median_poc_other
06113011207,6,5.607476635514018,107,"Yolo County, Census Tract 112.07",36,2754,1382,45.8,64.9,0.9,1.6,5,0.1,10.6,17.2,15.5,16.4,30.5,50.18155410312273,95521,13.1,below_median_poc_other
06083002933,0,0,13,"Santa Barbara County, Census Tract 29.33",133,6742,3284,21.6,54.2,1.3,0.5,19.2,0,12.7,9.1,68.2,11.4,8.7,48.70958172649066,111385,14.5,below_median_poc_other
06087121501,6,11.76470588235294,51,"Santa Cruz County, Census Tract 1215.01",70,2859,1340,44.5,73.7,0.9,0.5,2.6,0.1,9.7,10,19.4,21.3,25.1,46.86953480237845,90303,11.1,below_median_poc_other
06077004308,4,1.7467248908296942,229,"San Joaquin County, Census Tract 43.08",302,3968,2026,30.9,33.1,1.6,1.6,13.4,0.1,36.6,23.200000000000003,25.1,22.7,20.1,51.05846774193549,50366,39.800000000000004,above_median_poc_other
06013302007,1,0.5649717514124294,177,"Contra Costa County, Census Tract 3020.07",242,7412,3652,34.8,43.8,7,0.9,7.9,0.9,21.2,22.4,20.2,22.799999999999997,23.8,49.271451699946034,82891,29.1,above_median_poc_other
06099000512,1,1.8518518518518516,54,"Stanislaus County, Census Tract 5.12",200,2999,1404,51.1,63.5,2.7,1.6,9,1.5,9.2,14.600000000000001,13.7,15.3,25.7,46.81560520173391,109142,13.5,below_median_poc_other
06029005900,21,9.170305676855897,229,"Kern County, Census Tract 59",644,4163,2041,31.5,38.7,22.6,1.7,1.4,0.1,21.6,26.5,21.2,19.4,21.599999999999998,49.02714388662023,37125,45.900000000000006,above_median_poc_other
06073001700,9,3.5856573705179287,251,"San Diego County, Census Tract 17",287,4521,2230,34.7,50.3,7.1,1.4,6.3,0.2,20.3,11,24.9,35.400000000000006,21.6,49.32537049325371,71471,28.8,above_median_poc_other
06111005907,0,0,27,"Ventura County, Census Tract 59.07",115,3464,1566,59.8,83.4,0.6,0.4,5.3,0,2.5,8.8,10.7,10.2,29.3,45.20785219399538,86836,3.5,below_median_poc_other
06073017501,0,0,20,"San Diego County, Census Tract 175.01",253,2755,1389,45.2,82.2,0.8,0.5,2.8,0.2,2.4,10.9,16,22.7,29.8,50.417422867513615,121908,3.7,below_median_poc_other
06037602507,3,1.1029411764705883,272,"Los Angeles County, Census Tract 6025.07",505,5321,2438,32.7,7.5,50.4,1.5,5.2,0.7,24.9,23,21.5,25.5,21.9,45.818455177598196,53044,76.8,above_median_poc_other
06037404805,1,0.53475935828877,187,"Los Angeles County, Census Tract 4048.05",442,2706,1329,35.8,15.3,0.7,2.7,23.9,0,37.3,18.1,24.4,19.2,24.2,49.11308203991131,49787,40.699999999999996,above_median_poc_other
06039000513,10,2.1321961620469083,469,"Madera County, Census Tract 5.13",416,4543,2259,32.3,28.4,3.2,3.1,9.6,0.1,34.8,24.9,22,20.5,21.400000000000002,49.72485141976667,86458,41.099999999999994,above_median_poc_other
06037143602,2,2.0618556701030926,97,"Los Angeles County, Census Tract 1436.02",315,4740,2276,42.8,73.6,4.4,0.3,7.9,0.1,4.2,13.4,13.700000000000001,26.6,28.4,48.0168776371308,100482,8.9,below_median_poc_other
06071010012,5,1.5673981191222568,319,"San Bernardino County, Census Tract 100.12",476,5228,2616,35.2,43.1,3.8,2.2,2.1,0.5,29.4,22,20.7,19.200000000000003,24.1,50.03825554705432,53295,35.4,above_median_poc_other
06111007506,3,4.285714285714286,70,"Ventura County, Census Tract 75.06",80,7514,3692,46,70.5,1.1,0.7,8.2,0.1,7.1,15.8,17.7,15.2,33.2,49.13494809688581,117480,8.9,below_median_poc_other
06031981800,0,0,0,"Kings County, Census Tract 9818",0,4288,4286,42.2,30.2,2,1.3,1.4,0.3,63.8,0,13.1,45,41.599999999999994,99.95335820895522,NA,67.1,above_median_poc_other
06041122000,0,0,1,"Marin County, Census Tract 1220",0,3669,3579,45.3,28.9,41.6,2.2,2.1,0.6,21.8,0.8999999999999999,17.4,31.099999999999998,39.6,97.54701553556828,NA,65.60000000000001,above_median_poc_other
06065042739,3,0.7246376811594203,414,"Riverside County, Census Tract 427.39",248,9259,4642,35.1,46.8,8.4,1.3,11.1,0.7,14.3,22.4,20.299999999999997,22,24.200000000000003,50.13500378010585,112318,24,above_median_poc_other
06073021204,2,1.550387596899225,129,"San Diego County, Census Tract 212.04",254,5491,2776,47.7,81.8,1.2,1.2,2.2,0.1,3.9,16.5,15.099999999999998,15.4,31.700000000000003,50.55545437989437,113516,6.3,below_median_poc_other
06073018803,1,0.5714285714285714,175,"San Diego County, Census Tract 188.03",138,5056,2511,47.3,69.2,1.8,0.9,3.9,0.2,10.7,15.599999999999998,15,16.900000000000002,26.700000000000003,49.66376582278481,83977,13.399999999999999,below_median_poc_other
06075017803,0,0,42,"San Francisco County, Census Tract 178.03",89,2254,1338,35.2,38.8,9.4,1.2,30.8,0.4,8.9,5.7,26.2,36.6,24,59.36113575865129,53790,19.5,below_median_poc_other
06037531000,8,2.1621621621621623,370,"Los Angeles County, Census Tract 5310",545,5109,2548,32.8,16.5,0.3,3.5,1.7,0.1,57,20.400000000000002,25.9,19.299999999999997,23.5,49.87277353689568,44918,60.8,above_median_poc_other
06065041905,0,0,87,"Riverside County, Census Tract 419.05",365,3005,1476,32.7,35.9,4.6,2.1,5.8,0.8,30.9,24.1,22.4,21.9,21.4,49.118136439267886,59886,37.599999999999994,above_median_poc_other
06073018102,0,0,58,"San Diego County, Census Tract 181.02",313,2544,1342,39.4,74.1,1.7,1.2,2.2,0.7,5.7,9.899999999999999,18.799999999999997,28.5,28.1,52.75157232704403,68819,8.6,below_median_poc_other
06071007906,0,0,132,"San Bernardino County, Census Tract 79.06",161,4343,2106,42,47.5,8.5,1.1,16.3,0.2,9.1,18.2,19.7,16.5,32.2,48.49182592677872,128750,18.7,below_median_poc_other
06071007407,10,3.816793893129771,262,"San Bernardino County, Census Tract 74.07",415,3119,1523,28.2,20.7,20.5,2,3.8,2.1,36.4,26.599999999999998,27.699999999999996,20.1,18.2,48.829753126001926,51315,58.9,above_median_poc_other
06073020807,4,3.508771929824561,114,"San Diego County, Census Tract 208.07",260,3070,1514,49.6,75,0.8,1.2,1.5,0,8.2,15.2,15,15,31.9,49.31596091205211,95489,10.2,below_median_poc_other
06037128602,1,1.0526315789473684,95,"Los Angeles County, Census Tract 1286.02",378,3422,1660,41.3,66.2,4.2,0.6,6.8,0.1,10,15.200000000000001,17.200000000000003,23.099999999999998,28.200000000000003,48.509643483343076,87772,14.8,below_median_poc_other
06037296500,1,0.8849557522123894,113,"Los Angeles County, Census Tract 2965",784,3796,1900,35.8,23.6,8.3,3.1,4.5,0.9,37.9,19,21.1,23,24.1,50.05268703898841,37311,49.3,above_median_poc_other
06071002017,0,0,154,"San Bernardino County, Census Tract 20.17",141,5686,2782,48.7,58.1,3.1,0.6,14.3,0,8.6,14.5,17.1,14,31.9,48.927189588462895,138382,12.3,below_median_poc_other
06083001604,2,1.5037593984962405,133,"Santa Barbara County, Census Tract 16.04",227,4833,2276,44.1,55.7,0.9,1.8,1.8,0.1,20,14.7,17.5,18.799999999999997,27.7,47.092902958824745,72188,22.7,below_median_poc_other
06059099504,0,0,24,"Orange County, Census Tract 995.04",185,2696,1311,50.3,76.3,0.6,0.1,7.4,0.3,1.9,16.2,14.4,12,30.5,48.62759643916914,120605,2.5999999999999996,below_median_poc_other
06097153502,2,5.263157894736842,38,"Sonoma County, Census Tract 1535.02",241,3720,1844,53.7,82.8,0.6,0.8,1.9,0.1,4.3,11.8,11.8,17.1,26.400000000000002,49.56989247311828,103992,5.699999999999999,below_median_poc_other
06073001900,1,1.0869565217391304,92,"San Diego County, Census Tract 19",197,3036,1497,42.5,71.6,1.9,0.8,5.2,0.2,6.2,10.100000000000001,15.2,28.299999999999997,28,49.308300395256914,109453,8.9,below_median_poc_other
06059099203,6,2.272727272727273,264,"Orange County, Census Tract 992.03",171,5832,2886,42.4,16.5,0.4,1.3,64.2,0.6,10,14.399999999999999,21.200000000000003,17.4,29.200000000000003,49.48559670781893,86776,11.7,below_median_poc_other
06037800104,1,2.1739130434782608,46,"Los Angeles County, Census Tract 8001.04",184,3795,1890,47.9,80.2,1.1,0.4,3.9,0.2,3.1,13.100000000000001,13.6,19.799999999999997,32.3,49.80237154150198,149318,4.6,below_median_poc_other
06001408100,3,2.083333333333333,144,"Alameda County, Census Tract 4081",178,6712,3149,45.9,35.4,24.6,0.2,22.5,0.4,4.1,13.999999999999998,12.399999999999999,21.8,28.9,46.91597139451728,136625,28.9,above_median_poc_other
06037320201,4,2.0618556701030926,194,"Los Angeles County, Census Tract 3202.01",547,3818,1809,33.9,19.1,1.8,3.3,1.3,0,56.1,21.1,23.5,19.4,26.1,47.38082765845993,36993,61.2,above_median_poc_other
06019008100,28,7.329842931937172,382,"Fresno County, Census Tract 81",413,6518,3210,30.1,36.2,2.7,1.7,3,0.3,36.1,25.5,24.499999999999996,19.9,21.799999999999997,49.24823565510893,57188,40.5,above_median_poc_other
06085502903,2,1.5384615384615385,130,"Santa Clara County, Census Tract 5029.03",243,5333,2595,43.3,62.9,0.9,0.5,18,0.2,4.9,19.700000000000003,12.799999999999999,19.9,29.1,48.659291205700356,184615,6.300000000000001,below_median_poc_other
06067004008,0,0,144,"Sacramento County, Census Tract 40.08",245,3665,1737,46,38.8,8.8,1.2,27.9,0.2,6.9,14.7,14.399999999999999,19.5,28.700000000000003,47.394270122783084,86344,16.9,below_median_poc_other
06037600302,2,1.0869565217391304,184,"Los Angeles County, Census Tract 6003.02",828,3472,1557,39.6,4.6,59.6,1.7,0.9,0,25.4,17.9,19.5,19.5,25.9,44.844470046082954,58287,86.7,above_median_poc_other
06007001702,1,0.8695652173913043,115,"Butte County, Census Tract 17.02",529,3574,1819,52.8,85.6,0.3,2,1,0.2,1.5,13.5,13.5,14.5,30.2,50.895355344152215,58859,3.8,below_median_poc_other
06085508206,11,6.145251396648044,179,"Santa Clara County, Census Tract 5082.06",138,4341,2161,39.8,39.4,0.6,0.2,49.2,0.2,2.6,20.299999999999997,14.5,23.2,26.9,49.78115641557245,184063,3.4000000000000004,below_median_poc_other
06001441800,24,6.434316353887399,373,"Alameda County, Census Tract 4418",14,7195,3564,36.9,23.6,2.7,0.7,56.6,0.4,7.9,21.700000000000003,16.5,26.799999999999997,22.9,49.53439888811675,146659,11.3,below_median_poc_other
06037119400,2,0.6097560975609756,328,"Los Angeles County, Census Tract 1194",225,4881,2381,36.6,16.6,1.2,2.6,7.2,0.1,51.4,17.1,23.4,19.799999999999997,26.9,48.780987502560954,89281,55.199999999999996,above_median_poc_other
06001406100,7,2.5,280,"Alameda County, Census Tract 4061",254,5887,3097,38.1,24,14.1,3.9,12,0.9,33.3,14.6,20.6,27.4,26.999999999999996,52.60744012230339,65893,51.3,above_median_poc_other
06081606400,1,1.1904761904761905,84,"San Mateo County, Census Tract 6064",57,5261,2539,39.9,51.1,1.4,0.4,28.5,0.5,6,12,17.4,26.799999999999997,21.2,48.26078692263828,154191,7.8,below_median_poc_other
06111009200,3,1.083032490974729,277,"Ventura County, Census Tract 92",342,6128,3092,33.9,25.1,3.1,2.4,9.8,0.5,34.4,18.8,24.5,20.299999999999997,24.300000000000004,50.45691906005222,79500,39.9,above_median_poc_other
06013312000,1,0.7042253521126761,142,"Contra Costa County, Census Tract 3120",701,2974,1423,34.5,16.3,27.5,1.2,14.3,1.5,26.9,20.1,23.9,20.099999999999998,22.9,47.84801613987895,41786,55.599999999999994,above_median_poc_other
06029004802,2,0.33003300330033003,606,"Kern County, Census Tract 48.02",482,6193,3060,28,16.1,1.8,3.8,8.8,0.1,55.1,28.200000000000003,24.999999999999996,18.3,18.6,49.41062489907961,29505,60.7,above_median_poc_other
06037106407,2,1.015228426395939,197,"Los Angeles County, Census Tract 1064.07",143,2909,1377,35.6,20.7,7.5,2.1,3.2,0,53.2,20.9,21.6,20.5,22.7,47.33585424544517,33125,62.800000000000004,above_median_poc_other
06067009006,13,4.391891891891892,296,"Sacramento County, Census Tract 90.06",370,5649,2753,35,48.4,11,1.1,10.1,2.9,14.1,21.1,20.8,22,23.5,48.73428925473535,52137,26.2,above_median_poc_other
06037670101,0,0,48,"Los Angeles County, Census Tract 6701.01",382,3394,1536,42.8,39.6,15.9,1,13.2,0.7,16.2,16.700000000000003,16.1,19.400000000000002,27,45.256334708308785,64211,33.099999999999994,above_median_poc_other
06037403722,2,0.8438818565400843,237,"Los Angeles County, Census Tract 4037.22",481,5794,2750,34.7,28,5.4,2.4,9.8,0.3,32.3,19.8,22.8,21.700000000000003,25,47.46289264756645,58995,40.099999999999994,above_median_poc_other
06073008360,12,5.381165919282512,223,"San Diego County, Census Tract 83.6",194,6159,3095,36.3,23.8,5.5,0.7,48.9,0.6,8.8,14.5,23.1,24.5,24,50.25166423120636,83596,15,below_median_poc_other
06071009300,1,1.7241379310344827,58,"San Bernardino County, Census Tract 93",251,1193,593,38.2,55.7,5.6,3.4,0.8,0.3,22.5,21.299999999999997,18.6,18.5,22,49.70662196144174,45000,31.5,above_median_poc_other
06073013315,2,1.4285714285714286,140,"San Diego County, Census Tract 133.15",87,3431,1668,42.2,32.8,5.5,0.9,22,0.3,12.6,16.8,19.2,17.799999999999997,32,48.61556397551734,112625,19,below_median_poc_other
06037405002,2,1.1049723756906076,181,"Los Angeles County, Census Tract 4050.02",702,2971,1474,35.4,16,0.6,3.7,15,0,46.5,18.1,23.299999999999997,20.1,25.200000000000003,49.612924941097276,63625,50.8,above_median_poc_other
06111008401,2,1.8867924528301887,106,"Ventura County, Census Tract 84.01",150,5332,2511,43,63.3,1.5,1.2,7.1,0.1,11.2,15.8,19,17.700000000000003,28.700000000000003,47.093023255813954,100855,13.899999999999999,below_median_poc_other
06019007300,27,10.150375939849624,266,"Fresno County, Census Tract 73",517,4422,2291,35.4,36.1,0.5,2,9,0,36.4,21.599999999999998,21.8,18.5,23.5,51.80913613749435,63495,38.9,above_median_poc_other
06029003129,3,1.0204081632653061,294,"Kern County, Census Tract 31.29",132,3787,1897,31.5,34.3,7.2,1.7,15.8,0.4,23.3,27.200000000000003,20.7,26.7,19.3,50.09242144177449,69460,32.2,above_median_poc_other
06111004715,5,1.2953367875647668,386,"Ventura County, Census Tract 47.15",249,5213,2623,32.8,19.1,2.5,3,8.1,0.2,39.2,20.799999999999997,25.2,19.4,24,50.31651640130443,68500,44.7,above_median_poc_other
06073016705,2,0.9259259259259258,216,"San Diego County, Census Tract 167.05",259,4629,2258,35.9,64.6,4.2,1.4,2.8,0.6,11.4,19.4,20.200000000000003,22.1,24,48.77943400302441,58438,17,below_median_poc_other
06037264306,0,0,25,"Los Angeles County, Census Tract 2643.06",179,2228,1029,36.8,71.8,3.1,0.3,10.7,0.2,3.1,10,20.4,30.9,22,46.18491921005386,94313,6.5,below_median_poc_other
06107003904,11,4.888888888888889,225,"Tulare County, Census Tract 39.04",678,3811,1898,27.6,27.6,0.5,2.6,0.8,1,50.1,28.799999999999997,24.400000000000002,18.7,19.099999999999998,49.80320125951194,33426,53.2,above_median_poc_other
06037190101,1,5,20,"Los Angeles County, Census Tract 1901.01",272,1832,1069,34,58.7,9.6,0.7,8.4,0.2,10,3.9,31.599999999999998,39.4,18.1,58.35152838427947,34313,20.299999999999997,below_median_poc_other
06023011501,1,2.7777777777777777,36,"Humboldt County, Census Tract 115.01",372,2474,1316,43.7,77.9,1.6,1.3,0.8,0,5.1,14.9,13.999999999999998,22.4,24.9,53.19320937752627,63504,8,below_median_poc_other
06073013505,8,4.145077720207254,193,"San Diego County, Census Tract 135.05",276,5060,2476,39,50.5,12.1,1.1,5.1,0.9,12.4,17.2,20.9,19.3,25.400000000000002,48.93280632411067,85675,25.6,above_median_poc_other
06033000501,6,7.5,80,"Lake County, Census Tract 5.01",755,3416,1783,45.2,70.8,1,4,1.9,0.3,9.1,16.2,15.399999999999999,18.2,28,52.195550351288055,45000,14.1,below_median_poc_other
06013304003,0,0,19,"Contra Costa County, Census Tract 3040.03",113,3550,1780,53.9,76.3,3,0.4,3.6,0.2,4.1,11.9,13.3,13,34.2,50.140845070422536,132679,7.5,below_median_poc_other
06037575001,6,3.896103896103896,154,"Los Angeles County, Census Tract 5750.01",385,4144,2009,35.1,39.7,12.2,1.4,18.6,1.1,11.7,14.3,25.4,26.9,24.9,48.47972972972973,87610,25.299999999999997,above_median_poc_other
06037127804,2,0.9803921568627451,204,"Los Angeles County, Census Tract 1278.04",338,4422,2205,36.6,33.2,8.2,1.3,10.9,0.1,31.1,14.7,23,24.9,26.5,49.864314789687924,59693,40.6,above_median_poc_other
06097150304,4,2.5974025974025974,154,"Sonoma County, Census Tract 1503.04",239,5834,2874,42.3,57.2,0.2,1.5,3,0.2,21.2,16.7,17.2,19.5,27.4,49.26294137812822,82237,22.9,below_median_poc_other
06107000701,3,2.3255813953488373,129,"Tulare County, Census Tract 7.01",606,2625,1342,34.2,38.2,0.8,1.1,0,0,40.3,22.6,22.5,17.1,23.5,51.12380952380953,34276,42.199999999999996,above_median_poc_other
06001436500,7,2.4734982332155475,283,"Alameda County, Census Tract 4365",149,5372,2676,31.4,18.9,14,1.5,22.2,3.3,28.5,18.1,28.5,27.7,18.7,49.8138495904691,70821,44,above_median_poc_other
06067009328,1,0.5291005291005291,189,"Sacramento County, Census Tract 93.28",100,6022,2981,36.5,31.5,8.4,0.7,37.1,1.8,6.8,21,21.9,19.1,28.099999999999998,49.50182663566921,138563,15.899999999999999,below_median_poc_other
06077005215,0,0,109,"San Joaquin County, Census Tract 52.15",163,4299,2160,39.8,44.2,6.2,0.6,21,0.6,11.1,19.5,20.7,16.4,30.9,50.24424284717376,161064,17.9,below_median_poc_other
06037197700,3,1.5463917525773196,194,"Los Angeles County, Census Tract 1977",371,4565,2308,34.8,23.7,3.9,1.8,41,0.1,18.6,9.700000000000001,26.3,30.400000000000002,20.8,50.55859802847754,52250,24.3,above_median_poc_other
06037620400,0,0,46,"Los Angeles County, Census Tract 6204",686,5360,2548,44.7,67.6,1.4,0.2,16.3,0.1,2.9,18.5,15.799999999999999,15.8,29.3,47.53731343283582,135455,4.5,below_median_poc_other
06111008602,4,1.4705882352941175,272,"Ventura County, Census Tract 86.02",179,3348,1632,36.3,18.5,4,3.1,3.4,0.3,51.6,21.200000000000003,20.2,19.9,21.8,48.74551971326165,44100,58.7,above_median_poc_other
06095253501,3,6.122448979591836,49,"Solano County, Census Tract 2535.01",80,6327,2977,68.6,63.8,10.7,0.7,8.3,0.3,6.3,5,5.9,6.5,21.9,47.052315473368104,69388,17.7,below_median_poc_other
06071007308,3,3.260869565217391,92,"San Bernardino County, Census Tract 73.08",177,5074,2322,53.3,45.8,8.3,0.7,24.2,0.3,8.6,10.7,16.8,15.3,25.2,45.76271186440678,70677,17.6,below_median_poc_other
06073003209,4,1.0810810810810811,370,"San Diego County, Census Tract 32.09",314,5397,2553,35,14.7,14.6,0.8,38.8,1.1,15.6,19.2,22.299999999999997,22.8,24.5,47.30405780989438,69611,31,above_median_poc_other
06001406202,17,3.9812646370023423,427,"Alameda County, Census Tract 4062.02",293,4769,2459,32.2,10.2,11.1,6.3,13.7,0.3,45.8,22.7,23.6,24.7,18.8,51.56217236317886,48000,63.199999999999996,above_median_poc_other
06059021912,0,0,71,"Orange County, Census Tract 219.12",23,4430,2174,48.1,63.3,0.9,0.4,20.9,0.1,3.5,15.100000000000001,18.2,12.5,33.5,49.074492099322796,187083,4.8,below_median_poc_other
06037104103,2,0.8368200836820083,239,"Los Angeles County, Census Tract 1041.03",444,3811,1931,38.6,17.9,10.4,1.2,6.8,0.4,41.1,16.1,22.6,19.4,26.6,50.66911571765941,102128,52.7,above_median_poc_other
06037106520,6,1.791044776119403,335,"Los Angeles County, Census Tract 1065.2",439,5670,2853,35.6,23.5,1.3,2.3,1.7,0,50.8,18.299999999999997,23.400000000000002,20.7,24.5,50.317460317460316,71435,54.4,above_median_poc_other
06001401100,12,9.230769230769232,130,"Alameda County, Census Tract 4011",201,4966,2379,34.3,48,19.1,1.1,13,0.4,6.3,11.100000000000001,23,40,18.799999999999997,47.90575916230366,83649,26.500000000000004,above_median_poc_other
06093000800,4,28.57142857142857,14,"Siskiyou County, Census Tract 8",266,3370,1687,50.6,79.5,0.4,7.8,0.7,0.1,1.7,16.700000000000003,12.7,15.3,26,50.0593471810089,52766,9.899999999999999,below_median_poc_other
06013336103,13,4.421768707482993,294,"Contra Costa County, Census Tract 3361.03",169,4131,2079,30.9,21,6.2,1.8,17.2,0.4,38.4,23.6,24.4,27.700000000000003,18.3,50.326797385620914,57151,46.4,above_median_poc_other
06037407501,3,1.0273972602739725,292,"Los Angeles County, Census Tract 4075.01",314,4445,2211,35,13.7,1.7,3.1,14.6,0.2,46.9,19.5,22.7,20.6,25,49.74128233970754,72000,51.699999999999996,above_median_poc_other
06111002200,7,1.9886363636363635,352,"Ventura County, Census Tract 22",206,6791,3373,36.2,45.3,1.5,2,2.7,0.1,30.1,19.8,20.3,22.6,26.6,49.668679134148135,64942,33.6,above_median_poc_other
06019008503,15,3.118503118503119,481,"Fresno County, Census Tract 85.03",537,4999,2508,28.2,18.2,0.2,1.4,0.5,0,54.1,26.9,25.8,18.4,20.699999999999996,50.17003400680136,36797,55.7,above_median_poc_other
06037480011,10,3.3112582781456954,302,"Los Angeles County, Census Tract 4800.11",229,5238,2567,38.8,19.2,1.6,1.6,45.8,0,20.3,15.7,20.6,22.4,26.599999999999998,49.00725467735777,64592,23.5,above_median_poc_other
06081605902,2,1.7241379310344827,116,"San Mateo County, Census Tract 6059.02",67,2989,1467,36.2,34.3,2.1,1.3,23,0.7,24.8,14.200000000000001,19.799999999999997,28.8,22.2,49.07995985279358,89489,28.200000000000003,above_median_poc_other
06037190402,0,0,76,"Los Angeles County, Census Tract 1904.02",334,2388,1161,37.1,59.8,3.8,0.7,14.4,0.3,12.6,6.7,21.3,35,22.500000000000004,48.618090452261306,45758,17.1,below_median_poc_other
06085505012,8,5.442176870748299,147,"Santa Clara County, Census Tract 5050.12",35,2861,1561,31.9,27.4,1.5,0,63.9,0,1.9,11.600000000000001,27.7,49.9,9.3,54.56134218804613,152538,3.4,below_median_poc_other
06071001104,6,1.7543859649122806,342,"San Bernardino County, Census Tract 11.04",336,5338,2625,38.5,34.2,3.1,2.8,3.6,0.1,32.1,18.8,20.1,20.3,25.2,49.17572124391158,67500,38,above_median_poc_other
06037535200,19,3.1353135313531353,606,"Los Angeles County, Census Tract 5352",659,6031,2976,30.3,9.6,11.9,2.2,0.4,0,62,24.400000000000002,25.099999999999998,21.4,21.6,49.345050572044435,57663,76.1,above_median_poc_other
06081603700,0,0,111,"San Mateo County, Census Tract 6037",123,5667,2758,43.5,31.2,1.4,0.6,42.9,2.5,7.9,15.4,15.3,21.299999999999997,27.9,48.667725427916004,106681,9.9,below_median_poc_other
06037187101,3,2.8846153846153846,104,"Los Angeles County, Census Tract 1871.01",364,3011,1473,41.3,40.7,1.1,1.2,22.1,0.1,20.2,12.2,14.3,28.5,25.900000000000002,48.920624377283296,84531,22.5,below_median_poc_other
06059099412,3,2.7522935779816518,109,"Orange County, Census Tract 994.12",170,4689,2305,40.7,64.8,2,0.8,11.1,0.3,8,14.5,21,18.9,26.799999999999997,49.15760290040521,81023,10.8,below_median_poc_other
06065042631,3,0.6024096385542169,498,"Riverside County, Census Tract 426.31",422,5190,2564,30.4,15,7.3,2.3,2.1,0.2,51.3,23.200000000000003,26.200000000000003,19.5,22.2,49.40269749518305,57588,60.9,above_median_poc_other
06037920020,0,0,122,"Los Angeles County, Census Tract 9200.2",327,7009,3487,39.5,60.9,2.3,0.9,5.5,0.1,12.9,17.7,21.2,17.5,29.6,49.75032101583678,107969,16.1,below_median_poc_other
06037432802,4,0.9852216748768473,406,"Los Angeles County, Census Tract 4328.02",574,5540,2872,30.8,15.5,1.5,2.6,20.5,0.1,43.4,22.6,25.599999999999998,21.4,22.299999999999997,51.841155234657045,50417,47.5,above_median_poc_other
06055200501,7,2.857142857142857,245,"Napa County, Census Tract 2005.01",271,5159,2573,35.9,41.6,0.5,2.4,1.8,0.1,36.5,18.5,22.8,21.9,26.200000000000003,49.8740065904245,75774,39.4,above_median_poc_other
06073020029,10,3.1446540880503147,318,"San Diego County, Census Tract 200.29",291,6854,3300,31.7,37.1,3.7,1.8,6.6,0.4,35,16.799999999999997,30.3,20.9,17.4,48.14706740589437,53323,40.5,above_median_poc_other
06111003608,1,0.5128205128205128,195,"Ventura County, Census Tract 36.08",160,3746,1884,35.4,24.8,3.2,1.7,9.8,0.3,39.6,20,22.4,20.9,26.200000000000003,50.29364655632674,80000,44.5,above_median_poc_other
06107001705,4,6.0606060606060606,66,"Tulare County, Census Tract 17.05",256,3122,1544,33.9,49.8,2.3,1.8,5.1,0.4,22.1,22.7,21.700000000000003,21.7,21.4,49.45547725816784,86389,26.200000000000003,above_median_poc_other
06073007800,6,2.6548672566371683,226,"San Diego County, Census Tract 78",260,5764,2939,31.9,65.8,3.1,1,4.4,0.4,10.4,18.3,25.9,34.2,14.399999999999999,50.98889659958362,76893,14.5,below_median_poc_other
06037199801,22,8,275,"Los Angeles County, Census Tract 1998.01",557,3036,1510,34.6,12.2,1.4,1.9,30.8,0.1,38.8,18.099999999999998,25.1,20.1,23.5,49.7364953886693,41027,42.099999999999994,above_median_poc_other
06065043006,8,1.8823529411764703,425,"Riverside County, Census Tract 430.06",587,5079,2537,32.2,32,5.3,2.6,2.6,0.4,39.2,24.7,22.2,21.599999999999998,22.599999999999998,49.95077771214806,41571,47.1,above_median_poc_other
06037265420,0,0,38,"Los Angeles County, Census Tract 2654.2",317,1887,914,42.8,73.7,2.3,0.2,13.4,0.1,1.3,16.9,20,15.6,26.299999999999997,48.436671966083736,200179,3.8,below_median_poc_other
06037408722,6,2.112676056338028,284,"Los Angeles County, Census Tract 4087.22",182,4385,2145,44.6,13.9,0.5,0.9,60.7,0,14.2,13.099999999999998,17.9,19.3,29.6,48.91676168757127,103274,15.6,below_median_poc_other
06075026404,6,3.061224489795918,196,"San Francisco County, Census Tract 264.04",225,3100,1522,39.5,3.9,14.5,0.4,50.2,3.5,21.4,16.4,20.5,21.2,27.9,49.096774193548384,68636,36.3,above_median_poc_other
