census_tract,num_bll_indicator,perc_bll_indicator,num_bll,tract_name,imprisonment_rt,total_pop_2020,male_population,median_age,white,black,native_am,asian,pac_islander,other_race,age_0_to_14,age_15_to_29,age_30_to_44,age_45_to_64,perc_male,med_income,POC_other,race_categorical
06073013802,11,4.417670682730924,249,"San Diego County, Census Tract 138.02",331,3311,1589,33,29.6,10.5,1.3,5.9,0.6,30.2,22.9,21.799999999999997,23,23.999999999999996,47.99154334038055,55707,42,above_median_poc_other
06037573101,6,2.214022140221402,271,"Los Angeles County, Census Tract 5731.01",729,4220,2030,32.8,15.1,18.9,2.1,13.6,1.5,34.1,21.5,23.5,22.3,23.700000000000003,48.1042654028436,58125,55.1,above_median_poc_other
06013355109,1,0.5376344086021506,186,"Contra Costa County, Census Tract 3551.09",237,7167,3397,41.3,30.3,23,0.9,17.1,1.5,13.9,16.7,21,16.4,29,47.39779545137435,95083,37.8,above_median_poc_other
06001432200,3,1.7241379310344827,174,"Alameda County, Census Tract 4322",142,4231,1993,42.7,36.6,17.1,1.6,15.8,0.7,15.1,14.7,16.4,22.1,25.299999999999997,47.104703379815646,100152,33.800000000000004,above_median_poc_other
06085504410,3,1.3392857142857142,224,"Santa Clara County, Census Tract 5044.1",395,4282,2165,40,13.3,2.2,0.7,66.2,0.6,9.8,15.9,19.7,20,28.5,50.5604857543204,115450,12.700000000000001,below_median_poc_other
06071004700,31,5.391304347826087,575,"San Bernardino County, Census Tract 47",523,6090,3060,29,16,5.2,2.4,0.9,0.1,57.5,25.9,25.5,20.2,19.4,50.24630541871922,52898,65.1,above_median_poc_other
06037103102,5,2.4752475247524752,202,"Los Angeles County, Census Tract 1031.02",273,4752,2352,45.2,67.8,0.5,0.7,9.2,0.1,11,13.3,15.2,21.2,31.1,49.494949494949495,71038,12.2,below_median_poc_other
06095253207,4,7.017543859649122,57,"Solano County, Census Tract 2532.07",257,2332,1127,45.2,61.4,5.3,1,8,0.8,9.3,17.8,16.4,15.6,31.5,48.32761578044597,91169,15.600000000000001,below_median_poc_other
06037195902,1,2.127659574468085,47,"Los Angeles County, Census Tract 1959.02",485,1848,913,37.1,61.1,3.2,1.1,11.7,0.1,9.8,8.3,19.799999999999997,36.599999999999994,24.1,49.404761904761905,103438,14.100000000000001,below_median_poc_other
06037430902,7,3.167420814479638,221,"Los Angeles County, Census Tract 4309.02",308,5175,2484,38.9,31,5.7,0.6,27.7,0,19.8,16.4,18.3,24.5,26.6,48,90930,26.1,above_median_poc_other
06065042623,0,0,189,"Riverside County, Census Tract 426.23",252,3962,1906,37.7,27.8,21.7,1.4,7.7,0.3,20.8,19.3,20.3,19.5,24.1,48.10701665825341,85741,43.9,above_median_poc_other
06037294110,3,1.6853932584269662,178,"Los Angeles County, Census Tract 2941.1",717,3876,1903,36.2,19.8,2,3.3,4.4,1.3,51,17.7,23.400000000000002,20.3,25,49.09700722394221,43724,56.3,above_median_poc_other
06037402404,0,0,1,"Los Angeles County, Census Tract 4024.04",217,2303,1205,19.5,36.6,6.5,0.2,22.5,0,10.9,0.3,98.8,0.4,0.5,52.3230568823274,NA,17.6,below_median_poc_other
06013389200,2,2.4096385542168677,83,"Contra Costa County, Census Tract 3892",105,1907,1002,34.9,28.6,5.9,0.8,43.7,0.1,11.1,13.9,22.799999999999997,33.4,19.900000000000002,52.54326166754064,86944,17.8,below_median_poc_other
06013308002,0,0,134,"Contra Costa County, Census Tract 3080.02",170,5289,2587,39.4,27.8,20.2,1.6,19,1,15.7,16.5,21.9,18.7,30.1,48.912837965588956,110156,37.5,above_median_poc_other
06059052425,3,2.803738317757009,107,"Orange County, Census Tract 524.25",118,5915,2927,38,53.2,1.4,1.3,18.1,0.3,10.5,16.6,20.299999999999997,23.6,28.799999999999997,49.4843617920541,86788,13.2,below_median_poc_other
06037228710,28,5.544554455445545,505,"Los Angeles County, Census Tract 2287.1",632,4245,2111,30.2,11.3,9.2,3.3,1.5,0.2,60.8,24.1,25.599999999999998,20,21.599999999999998,49.72909305064782,33704,73.3,above_median_poc_other
06001427900,8,4.624277456647398,173,"Alameda County, Census Tract 4279",42,4744,2247,42,52.7,4.5,0.7,23.2,0.2,4.7,15,14.9,24.9,27.7,47.36509274873524,94734,9.9,below_median_poc_other
06013302012,3,2.272727272727273,132,"Contra Costa County, Census Tract 3020.12",280,5348,2683,34.4,44.5,8.1,1.3,7.9,0.7,20.9,22.9,21.2,22.7,24.599999999999998,50.168287210172025,145625,30.299999999999997,above_median_poc_other
06071003000,4,2.072538860103627,193,"San Bernardino County, Census Tract 30",253,3158,1480,37.2,29.3,5.9,2.4,2.3,0.2,45.9,19.7,20.6,17.9,22.3,46.865104496516786,38750,54.2,above_median_poc_other
06037503202,2,0.8620689655172413,232,"Los Angeles County, Census Tract 5032.02",344,4350,2105,38.2,28.9,1.5,2.8,6,0.4,38,17,21.8,20.2,25.500000000000004,48.39080459770115,69635,42.3,above_median_poc_other
06037127806,0,0,173,"Los Angeles County, Census Tract 1278.06",313,3505,1790,34.5,32.5,5.8,2.3,7.8,0.1,37.1,16.7,23.9,24.3,24.8,51.06990014265336,44565,45.2,above_median_poc_other
06065040616,2,0.32310177705977383,619,"Riverside County, Census Tract 406.16",160,11213,5484,35.1,24.2,11.4,0.9,34.6,0.3,13.2,23.1,20.700000000000003,21.799999999999997,25.1,48.90751805939534,131103,25.5,above_median_poc_other
06071001308,4,1.2618296529968454,317,"San Bernardino County, Census Tract 13.08",363,4943,2480,32.7,21.1,3.1,1.7,5.3,0.4,49.7,22.6,23.2,22.9,22.3,50.171960347966824,65893,54.5,above_median_poc_other
06037550502,1,0.5681818181818182,176,"Los Angeles County, Census Tract 5505.02",305,4248,2099,43.2,28.8,1.6,1,9.7,0.1,30,14.600000000000001,21.4,16.1,29.299999999999997,49.41148775894539,121250,32.6,above_median_poc_other
06115040305,0,0,89,"Yuba County, Census Tract 403.05",434,2755,1363,32.9,52.5,7.2,1.6,13.9,1.1,10.5,24.200000000000003,20.2,25.7,19,49.473684210526315,83357,19.3,below_median_poc_other
06059032002,0,0,57,"Orange County, Census Tract 320.02",148,6071,2984,46,70.3,1.1,0.5,8.4,0.2,4.9,16.299999999999997,15.799999999999999,16.400000000000002,28.9,49.151704826223025,144569,6.5,below_median_poc_other
06065941500,3,1.1194029850746268,268,"Riverside County, Census Tract 9415",451,4858,2347,34.5,45,6.7,11.9,1.9,0.2,19.5,23.1,20.7,19.5,23.299999999999997,48.31206257719226,58000,38.1,above_median_poc_other
06015000201,3,7.6923076923076925,39,"Del Norte County, Census Tract 2.01",315,6138,4424,38.3,48.1,11.2,4.7,1.3,0.2,27.6,9.399999999999999,21.5,30.5,24.6,72.07559465623982,71969,43.5,above_median_poc_other
06097152905,1,1.0416666666666665,96,"Sonoma County, Census Tract 1529.05",123,4058,1935,41.1,56.8,2.5,2.9,6.6,0.3,16,16.4,18.6,20.3,25.8,47.68358797437161,96141,21.4,below_median_poc_other
06067003001,2,1.2195121951219512,164,"Sacramento County, Census Tract 30.01",649,2757,1338,37.2,40.6,6.3,2.1,10.9,0.5,21.3,17.1,21.299999999999997,22.6,22.799999999999997,48.5310119695321,41912,29.700000000000003,above_median_poc_other
06059063201,0,0,96,"Orange County, Census Tract 632.01",323,4006,2069,36.4,75.5,0.7,0.4,4.4,0.1,6.1,16.1,20.299999999999997,27.4,25.2,51.647528706939596,86679,7.199999999999999,below_median_poc_other
06059063202,0,0,60,"Orange County, Census Tract 632.02",216,3693,1842,38.6,76.1,0.7,0.6,3,0.2,9.5,17.3,17.200000000000003,24.1,26.1,49.87814784727863,108900,10.8,below_median_poc_other
06037542000,5,1.1160714285714286,448,"Los Angeles County, Census Tract 5420",925,5358,2695,31.5,10.3,21.1,3.3,0.7,0.5,53.4,22.7,24.799999999999997,20.8,23,50.29861888764464,63668,77.8,above_median_poc_other
06111007901,0,0,142,"Ventura County, Census Tract 79.01",93,5354,2601,36.2,48.5,1.2,1.4,8.5,0.2,23.4,18.700000000000003,21.1,23.599999999999998,24.8,48.58050056032873,84520,26,above_median_poc_other
06073007908,1,1.694915254237288,59,"San Diego County, Census Tract 79.08",208,2874,1438,30.8,73.4,2.2,0.9,5,0.4,6.9,7.199999999999999,39.3,33.3,15.2,50.0347947112039,73906,10,below_median_poc_other
06073019502,7,1.4198782961460445,493,"San Diego County, Census Tract 195.02",561,5492,2803,28.5,22.6,1.6,4.8,1.6,0.2,48.9,25.7,26.5,22.4,20.200000000000003,51.03787327021122,52398,55.3,above_median_poc_other
06037191901,3,3.614457831325301,83,"Los Angeles County, Census Tract 1919.01",280,3563,1921,32.5,54.5,9,0.8,9.7,0.2,14.2,6.6000000000000005,33.099999999999994,36.6,16.7,53.91523996632051,51391,24,above_median_poc_other
06053000701,26,3.051643192488263,852,"Monterey County, Census Tract 7.01",665,6427,3301,25.8,11.7,0.5,4.1,0.6,0.1,66.5,29.6,26.4,22.8,16.2,51.36144390851097,51395,71.1,above_median_poc_other
06001441929,35,11.254019292604502,311,"Alameda County, Census Tract 4419.29",58,3466,1823,32.2,15.1,2,0.1,75.2,0,2.5,17.6,21.6,44.599999999999994,10.899999999999999,52.596653202538945,121612,4.6,below_median_poc_other
06037123206,3,1.6042780748663104,187,"Los Angeles County, Census Tract 1232.06",244,2857,1433,35.5,21.2,2.6,3.3,3.5,0,48.6,18.8,22.9,21.6,25.799999999999997,50.15750787539377,33724,54.5,above_median_poc_other
06083002906,0,0,23,"Santa Barbara County, Census Tract 29.06",151,3974,1977,47.7,67.2,1,1.1,6.8,0,7.9,13.4,17.9,15.799999999999999,29.000000000000004,49.74836436839457,136683,10,below_median_poc_other
06041105002,0,0,69,"Marin County, Census Tract 1050.02",95,3162,1475,47.5,68.7,2.1,0.2,12.9,0.1,3.8,17,15.2,14.5,31.1,46.647691334598356,102448,6.1,below_median_poc_other
06037910218,4,1.574803149606299,254,"Los Angeles County, Census Tract 9102.18",586,4413,2062,37.5,33.9,15.3,1.8,4,0,26.8,19.4,21.8,17,25.5,46.72558350328575,54469,43.900000000000006,above_median_poc_other
06037213202,9,4.838709677419355,186,"Los Angeles County, Census Tract 2132.02",298,3679,1839,40.5,10.7,5.6,4.3,31.3,0,37.4,13.600000000000001,21.400000000000002,21.799999999999997,25.9,49.98640935036695,38147,47.3,above_median_poc_other
06071003700,6,1.744186046511628,344,"San Bernardino County, Census Tract 37",471,4018,1889,32.4,20.5,13.5,2.2,1.2,0.1,46.6,23.4,22.9,19.5,22,47.01343952215032,32717,62.3,above_median_poc_other
06059076001,8,1.8223234624145785,439,"Orange County, Census Tract 760.01",278,7901,3792,37.3,38.1,2.6,1.7,10.9,0.4,28.5,17.299999999999997,19.6,24.1,24.5,47.993924819643084,65814,32.8,above_median_poc_other
06079012707,0,0,37,"San Luis Obispo County, Census Tract 127.07",168,4752,2242,47.1,78.6,0.6,1.1,2,0.2,5.4,17.900000000000002,14.5,15,28.9,47.18013468013468,99408,7.1000000000000005,below_median_poc_other
06085512100,0,0,71,"Santa Clara County, Census Tract 5121",454,1755,930,40.4,38.3,0.6,1.3,17.7,0.1,25.1,17,20.6,17.9,26.7,52.991452991452995,85000,27,above_median_poc_other
06037500204,3,4.761904761904762,63,"Los Angeles County, Census Tract 5002.04",340,2343,1126,49.7,47.8,1,1,18.3,0,13.2,13.8,18,12.899999999999999,33.1,48.05804524114383,154299,15.2,below_median_poc_other
06029005508,17,5.964912280701754,285,"Kern County, Census Tract 55.08",630,4731,2384,34.1,42.3,22.8,1.6,2.7,0.3,18,24.700000000000003,19.700000000000003,18.200000000000003,23.799999999999997,50.39103783555273,48555,42.400000000000006,above_median_poc_other
06037463103,0,0,1,"Los Angeles County, Census Tract 4631.03",263,6074,2959,41.9,30,2.9,1,32.2,0.2,17.7,14.5,18.7,20.6,26.8,48.71583799802436,90923,21.599999999999998,below_median_poc_other
06037131021,3,1.4492753623188406,207,"Los Angeles County, Census Tract 1310.21",535,2972,1476,36,27.7,3.3,2.1,14.4,0.1,38.6,20,20.700000000000003,22.6,24.6,49.66352624495289,54289,44,above_median_poc_other
06001423901,1,2.857142857142857,35,"Alameda County, Census Tract 4239.01",246,2031,978,35.4,56.5,13.3,0.6,10.2,0,5.4,11.7,24.3,28.4,20.6,48.15361890694239,99271,19.3,below_median_poc_other
06037237201,16,5.498281786941581,291,"Los Angeles County, Census Tract 2372.01",894,3546,1723,33.8,8.6,20.2,3.9,0.6,0,51.3,20,23.799999999999997,20.7,24.8,48.58996051889453,53294,75.39999999999999,above_median_poc_other
06037297120,3,2.2556390977443606,133,"Los Angeles County, Census Tract 2971.2",465,3425,1770,34.7,29.1,7.4,1.4,4.4,1,41.2,19.6,23.200000000000003,20.5,26.4,51.67883211678832,52000,50,above_median_poc_other
06059076002,0,0,60,"Orange County, Census Tract 760.02",100,1994,907,33.3,43.2,3.4,0.4,26.9,0.3,11.8,8.4,30.599999999999998,32.800000000000004,14.4,45.486459378134406,89281,15.600000000000001,below_median_poc_other
06051000202,0,0,13,"Mono County, Census Tract 2.02",95,4206,2302,36.5,64.5,0.4,2,1.5,0.2,18,17.4,21.6,24.200000000000003,26,54.731336186400384,70896,20.4,below_median_poc_other
06067007422,0,0,152,"Sacramento County, Census Tract 74.22",662,2849,1435,32.4,53.1,9.8,0.8,9.4,1.1,12.4,23.400000000000002,22.4,24.4,21.200000000000003,50.368550368550366,57228,23,below_median_poc_other
06071000606,4,1.465201465201465,273,"San Bernardino County, Census Tract 6.06",414,4325,2153,34.7,23.9,3.5,1.6,9,0.2,36.7,20.4,23.8,20.299999999999997,24.900000000000002,49.78034682080924,67902,41.800000000000004,above_median_poc_other
06073009802,5,1.718213058419244,291,"San Diego County, Census Tract 98.02",242,6586,3204,37.9,58.9,8.5,0.6,8.5,0.8,6.4,18.5,19.299999999999997,22.700000000000003,24.2,48.64864864864865,80943,15.5,below_median_poc_other
06077005130,0,0,218,"San Joaquin County, Census Tract 51.3",304,3275,1587,33.9,33,3.1,2,10.1,1,36.4,23.4,21,20.700000000000003,24.5,48.458015267175576,79018,41.5,above_median_poc_other
06067988300,0,0,3,"Sacramento County, Census Tract 9883",0,5667,5245,38.2,18.7,39.3,1.1,1.8,0.3,36.8,0.4,24.400000000000002,43,29.5,92.55337921298748,132750,77.19999999999999,above_median_poc_other
06109001200,2,1.574803149606299,127,"Tuolumne County, Census Tract 12",658,4079,1956,41,79.4,0.5,2,3.3,0.4,3.5,15.899999999999999,19.5,19.2,24.9,47.95292963961755,41960,6,below_median_poc_other
06037212620,6,4.444444444444445,135,"Los Angeles County, Census Tract 2126.2",315,4111,2040,37.5,11.7,5.6,2.4,44.3,0.1,27.9,11.8,23.1,25,27.6,49.62296278277791,45464,35.9,above_median_poc_other
06037502401,3,1.2195121951219512,246,"Los Angeles County, Census Tract 5024.01",459,4772,2341,40,16.6,0.9,2,4.8,0,45.9,16,20.7,19.799999999999997,26.8,49.05699916177703,54847,48.8,above_median_poc_other
06073018512,1,1.7241379310344827,58,"San Diego County, Census Tract 185.12",219,3647,1518,64.9,70.2,4.5,0.6,5.4,0.7,7.9,6.700000000000001,10.4,9.7,23.4,41.62325198793529,47708,13,below_median_poc_other
06085502902,0,0,173,"Santa Clara County, Census Tract 5029.02",228,7864,3862,41.8,57.2,1.4,0.7,20.6,0.2,5,19.700000000000003,15.2,20,28.7,49.109867751780264,155000,7.1,below_median_poc_other
06037408503,3,1.1583011583011582,259,"Los Angeles County, Census Tract 4085.03",221,6329,3078,46.1,21.2,1.2,0.9,43.7,0,15.3,14.500000000000002,17.3,16.4,28.099999999999998,48.63327539895718,120330,17.400000000000002,below_median_poc_other
06083002101,14,2.430555555555556,576,"Santa Barbara County, Census Tract 21.01",523,4754,2376,29.7,30.6,2.1,6.2,2.4,0.5,32.1,27,23.5,22.900000000000002,17.8,49.97896508203618,64659,40.400000000000006,above_median_poc_other
06037139703,2,3.1746031746031744,63,"Los Angeles County, Census Tract 1397.03",74,2693,1295,48.3,81.4,1.5,0.1,6.7,0,1.6,15.5,16.2,14.399999999999999,29.099999999999998,48.0876346082436,127750,3.2,below_median_poc_other
06079010017,4,9.090909090909092,44,"San Luis Obispo County, Census Tract 100.17",193,3618,1876,49.5,82.3,0.5,1,0.7,0.3,5.2,15.9,13.1,17.5,30.3,51.85185185185185,71812,6.7,below_median_poc_other
06065042521,3,0.631578947368421,475,"Riverside County, Census Tract 425.21",447,5127,2578,31.2,20.5,10.3,1.4,2.4,0.7,46.9,22.299999999999997,25.699999999999996,20.1,23.799999999999997,50.28281646186854,50983,58.6,above_median_poc_other
06071001812,7,1.912568306010929,366,"San Bernardino County, Census Tract 18.12",522,3811,1922,32.1,16.6,3.3,3,4.3,0.2,52.7,21.7,24.200000000000003,19,23.4,50.432957229073736,51766,59,above_median_poc_other
06097154308,0,0,0,"Sonoma County, Census Tract 1543.08",127,787,356,67.4,84.4,0.1,0.5,1.5,0,4.3,5.3999999999999995,5.9,6.800000000000001,24,45.23506988564168,71429,4.8999999999999995,below_median_poc_other
06073013907,8,1.951219512195122,410,"San Diego County, Census Tract 139.07",431,4159,2013,31.8,22.3,14.8,1.8,6.4,0.7,38.3,23.2,24.8,20,23,48.40105794662178,49205,54.9,above_median_poc_other
06031000407,6,1.8691588785046727,321,"Kings County, Census Tract 4.07",563,6893,3337,33.7,43.4,5.5,1.7,9,0.4,23.4,22.6,21.5,21.6,22,48.411431887422026,68785,30.599999999999998,above_median_poc_other
06073016810,1,1.2987012987012987,77,"San Diego County, Census Tract 168.1",473,2733,1376,41.5,75.8,0.8,0.7,2.7,0.1,4.3,18.1,16.6,20,30.8,50.34760336626418,109938,5.8,below_median_poc_other
06037294410,7,3.414634146341464,205,"Los Angeles County, Census Tract 2944.1",506,5310,2466,33.3,22,22,1,16.7,1.4,22.8,23.3,22.6,19.9,23.7,46.440677966101696,47027,45.8,above_median_poc_other
06037271801,4,3.10077519379845,129,"Los Angeles County, Census Tract 2718.01",163,3666,1797,34.1,40.7,5,1.7,21.9,0.1,16.6,11,27.2,28.1,22.799999999999997,49.01800327332243,54259,23.3,above_median_poc_other
06037276606,1,1.3888888888888888,72,"Los Angeles County, Census Tract 2766.06",149,3353,1570,38.5,64.9,5.2,0.5,11.6,0.3,4.3,7.699999999999999,18.9,34,25.5,46.82373993438711,77143,10,below_median_poc_other
06001420600,4,4.878048780487805,82,"Alameda County, Census Tract 4206",29,3399,1635,45,64.5,1.5,0.4,18.5,0.1,2.6,18.299999999999997,14.5,17.2,28.2,48.10238305383937,172813,4.5,below_median_poc_other
06059099204,3,1.7543859649122806,171,"Orange County, Census Tract 992.04",180,4429,2199,46.1,15.3,0.9,1,69,0.3,6.6,12.3,20.3,15.7,30.200000000000003,49.650033867690226,73773,8.5,below_median_poc_other
06073017605,0,0,37,"San Diego County, Census Tract 176.05",162,3692,1668,45.5,74.3,0.8,0.5,7.8,0,5.3,18,14.6,16.8,23.7,45.17876489707476,81058,6.6,below_median_poc_other
06073020813,7,2.788844621513944,251,"San Diego County, Census Tract 208.13",420,4983,2516,38.3,65.5,0.5,1.6,1.4,0.1,15,19.5,18.6,19.4,27.700000000000003,50.49167168372466,97986,17.1,below_median_poc_other
06059075202,11,2.5821596244131455,426,"Orange County, Census Tract 752.02",312,5427,2752,32.3,16,0.6,3.2,3.8,0.1,57.2,21.6,24.8,21,23.2,50.70941588354524,85288,61,above_median_poc_other
06059074702,18,3.1746031746031744,567,"Orange County, Census Tract 747.02",500,5775,2929,32.1,13.1,0.3,6.3,2.3,0.1,59,22.200000000000003,24.900000000000002,21.6,22.299999999999997,50.71861471861472,97632,65.6,above_median_poc_other
06061020607,2,4.081632653061225,49,"Placer County, Census Tract 206.07",118,5099,2556,42,77.4,1.1,0.7,7.4,0.1,2.2,20.7,16.4,16.9,28.400000000000002,50.1274759756815,153750,4,below_median_poc_other
06067008402,0,0,75,"Sacramento County, Census Tract 84.02",202,5447,2709,42.3,71.2,1.1,0.5,4.7,0.3,4.2,18.5,15,20,28.599999999999998,49.73379842114925,102373,5.800000000000001,below_median_poc_other
06059086902,6,2.04778156996587,293,"Orange County, Census Tract 869.02",175,5705,2751,43.8,32.1,3.7,1.6,29.8,0.6,20.3,14.5,18.9,17.8,26,48.22085889570552,73043,25.6,above_median_poc_other
06037119001,6,2.8301886792452833,212,"Los Angeles County, Census Tract 1190.01",421,4024,1999,38.6,16,0.7,2.7,16.5,0,47.6,15.6,22.6,20.4,25.699999999999996,49.67693836978131,90238,51,above_median_poc_other
06061020501,0,0,31,"Placer County, Census Tract 205.01",268,2973,1480,49.3,82.9,0.4,0.8,2.5,0,3.8,15.5,14.4,15.700000000000001,31.1,49.78136562394887,100125,5,below_median_poc_other
06037920016,0,0,60,"Los Angeles County, Census Tract 9200.16",203,4423,2200,40.5,60.9,5,0.3,10.2,0.2,8.1,19.1,20.2,16.5,32.800000000000004,49.73999547818223,134063,13.399999999999999,below_median_poc_other
06053010804,2,2.0202020202020203,99,"Monterey County, Census Tract 108.04",426,5148,2634,31.2,18,0.5,6.2,1.7,0.2,56,24.4,24.1,21.1,20,51.16550116550117,51647,62.7,above_median_poc_other
06065040620,1,0.3134796238244514,319,"Riverside County, Census Tract 406.2",259,7702,3795,37.3,28.8,9.4,1.3,25.1,0.1,16.1,21.2,21.800000000000004,18.4,28.1,49.27291612568164,131023,26.800000000000004,above_median_poc_other
06065042742,4,1.1661807580174928,343,"Riverside County, Census Tract 427.42",297,6035,2964,34.2,51.6,6.8,1.6,7.5,0.6,15.9,22.5,20.799999999999997,21,23.9,49.11350455675228,87331,24.3,above_median_poc_other
06085512200,0,0,105,"Santa Clara County, Census Tract 5122",125,4790,2403,48.9,61.3,1.3,0.8,12.3,0.4,8.3,15,15.200000000000001,15.599999999999998,32,50.167014613778704,141538,10.4,below_median_poc_other
06037204600,16,6.25,256,"Los Angeles County, Census Tract 2046",293,3740,1916,35.5,17.2,2.1,3.3,2.5,0.2,56.5,18.3,23.2,20.9,23.5,51.229946524064175,33587,61.9,above_median_poc_other
06071002112,3,2.027027027027027,148,"San Bernardino County, Census Tract 21.12",209,3347,1545,32.7,34.8,19.5,1,12.9,0.6,18,14.3,27.7,28.9,18.5,46.16074096205558,73526,38.5,above_median_poc_other
06059001202,3,1.0273972602739725,292,"Orange County, Census Tract 12.02",238,3766,1894,34.4,24.3,1.2,2,14.6,0.1,37.2,20.5,22.9,21.3,24.2,50.29208709506108,77917,40.400000000000006,above_median_poc_other
06037403902,0,0,180,"Los Angeles County, Census Tract 4039.02",398,5011,2482,41.8,45.1,2.8,1.8,10.4,0.1,21.2,15.6,18.5,19.5,28.4,49.531031730193575,92083,25.799999999999997,above_median_poc_other
06067003501,0,0,107,"Sacramento County, Census Tract 35.01",755,2760,1313,38.2,51.5,6.4,1.6,12.2,0.8,9.9,16.6,17.2,26.799999999999997,25.3,47.57246376811594,53618,17.9,below_median_poc_other
06037218900,12,4,300,"Los Angeles County, Census Tract 2189",727,5329,2514,35.7,12.7,31.9,1.6,3.9,0,36.9,17.200000000000003,21.7,24.5,24.6,47.175830362169265,44652,70.4,above_median_poc_other
06111003617,1,2.564102564102564,39,"Ventura County, Census Tract 36.17",300,1992,1000,50.1,74.9,1.7,1.9,4.1,0,6.9,8.2,17.8,18.4,31.7,50.20080321285141,69119,10.5,below_median_poc_other
06075012406,5,6.329113924050633,79,"San Francisco County, Census Tract 124.06",155,1936,1137,42.8,27.2,9.1,2,32.5,1.1,18.9,10.1,15.7,28.099999999999998,25.400000000000002,58.72933884297521,NA,30,above_median_poc_other
06111004600,0,0,0,"Ventura County, Census Tract 46",0,1430,823,22.7,66.2,10.1,1.4,3.7,0.7,6.2,26.4,50.2,21.699999999999996,1.8,57.552447552447546,52292,17.7,below_median_poc_other
06067007204,6,1.9417475728155338,309,"Sacramento County, Census Tract 72.04",542,5509,2784,33.6,38.4,9.2,1.7,18.9,1.4,18.1,23.4,21.1,22.1,23.5,50.535487384280266,64578,29,above_median_poc_other
06037901215,1,0.625,160,"Los Angeles County, Census Tract 9012.15",388,4112,1866,46.6,58.5,10.5,1.3,4.4,0.2,9.8,16.299999999999997,15.7,16.599999999999998,25.9,45.37937743190661,44418,21.6,below_median_poc_other
06099003205,2,0.7722007722007722,259,"Stanislaus County, Census Tract 32.05",428,4654,2353,33.8,27.4,4.5,2.8,4.3,1.5,40.9,23.200000000000003,22.5,20,24.400000000000002,50.5586592178771,83563,48.199999999999996,above_median_poc_other
06033000703,1,2.7027027027027026,37,"Lake County, Census Tract 7.03",740,2416,1211,45.3,64.9,2.8,3.6,0.6,0,15.5,17.9,14.2,17.5,26.900000000000002,50.12417218543046,32167,21.9,below_median_poc_other
06099002901,0,0,87,"Stanislaus County, Census Tract 29.01",459,4990,2544,40,64,0.4,1.6,1.5,0.1,18.2,19.4,19.5,16.9,26.1,50.98196392785571,72798,20.2,below_median_poc_other
06067005202,0,0,85,"Sacramento County, Census Tract 52.02",284,3513,1716,33.5,59.3,5,0.6,8.8,0.7,10.1,13.5,31.2,19,19.1,48.84713919726729,80099,15.7,below_median_poc_other
06065040806,0,0,66,"Riverside County, Census Tract 408.06",282,2826,1382,41.4,55.4,2.8,1,6.7,0.3,15.4,16,20.7,17.6,31.7,48.903043170559094,106486,19.2,below_median_poc_other
06037113423,5,3.968253968253968,126,"Los Angeles County, Census Tract 1134.23",378,2639,1280,40.4,33.7,2.9,1.7,21.7,0.2,26.9,16.799999999999997,18.1,21.2,28.2,48.50322091701402,96108,31.5,above_median_poc_other
06077005106,2,0.32573289902280134,614,"San Joaquin County, Census Tract 51.06",134,12643,6246,35.9,38.8,5,1.5,26,1.2,14.9,22.5,18.7,21.5,25.599999999999998,49.402831606422524,99233,21.4,below_median_poc_other
06071008712,1,2,50,"San Bernardino County, Census Tract 87.12",316,4102,2004,48.9,77.5,0.7,1.4,2.4,0.1,5.5,14.9,15.4,15,30.700000000000003,48.85421745490005,139750,7.6,below_median_poc_other
06037104322,4,2.2857142857142856,175,"Los Angeles County, Census Tract 1043.22",711,2233,1096,33.3,13.4,5,2.9,1.5,0.1,56.7,21.4,23.700000000000003,21.9,22.3,49.08195253022839,66083,64.60000000000001,above_median_poc_other
06073020213,7,1.627906976744186,430,"San Diego County, Census Tract 202.13",730,3674,1814,29.4,24.4,1.7,2.3,3,0.1,54.4,26,25.500000000000004,22.2,18.3,49.373979314099074,39000,58.4,above_median_poc_other
06067006901,0,0,47,"Sacramento County, Census Tract 69.01",281,1774,884,48.7,60.7,7.9,1.1,5.6,0.1,10.8,11.4,13.7,21.1,28.200000000000003,49.83089064261556,54422,19.8,below_median_poc_other
06047001302,17,8.018867924528301,212,"Merced County, Census Tract 13.02",724,3016,1488,33.8,41.8,8.7,2.4,4.2,0.1,25.7,19.8,23.200000000000003,20.3,23,49.3368700265252,25068,36.8,above_median_poc_other
06037575002,1,0.6369426751592357,157,"Los Angeles County, Census Tract 5750.02",251,4760,2359,38.3,44.3,8.4,1.3,12.6,0.3,15.3,12,22.700000000000003,23.3,24.799999999999997,49.55882352941177,65969,25,above_median_poc_other
06085512505,5,1.0964912280701753,456,"Santa Clara County, Census Tract 5125.05",300,7643,3771,35.3,30.1,2.6,2.4,11.3,0.5,32.7,20.5,22.7,20.5,26,49.33926468664137,95368,37.7,above_median_poc_other
06031001500,15,5.681818181818182,264,"Kings County, Census Tract 15",712,4743,2361,32.4,31.2,3,1.5,1,0,46.5,24.4,22.3,19.2,21.1,49.778621125869705,56118,51,above_median_poc_other
06013355107,1,0.641025641025641,156,"Contra Costa County, Census Tract 3551.07",138,5793,2880,40.2,37.9,14.4,1.3,13.8,1.3,17.6,18.6,19.1,18.7,27.799999999999997,49.71517348524081,113276,33.300000000000004,above_median_poc_other
